entity,n-revs,bugs,added,removed
demos/gvr/src/main/res/layout/sample_chooser_activity.xml,2,0,25,25
demos/gvr/src/main/res/mipmap-hdpi/ic_launcher.png,2,0,0,0
demos/gvr/src/main/res/mipmap-mdpi/ic_launcher.png,2,0,0,0
demos/gvr/src/main/res/mipmap-xhdpi/ic_launcher.png,2,0,0,0
demos/gvr/src/main/res/mipmap-xxhdpi/ic_launcher.png,2,0,0,0
demos/gvr/src/main/res/mipmap-xxxhdpi/ic_launcher.png,2,0,0,0
demos/gvr/src/main/res/values/strings.xml,2,0,28,28
demos/ima/README.md,1,0,0,4
demos/ima/build.gradle,6,0,5,64
demos/ima/src/main/AndroidManifest.xml,1,0,0,38
demos/ima/src/main/java/com/google/android/exoplayer2/imademo/MainActivity.java,1,0,0,58
demos/ima/src/main/java/com/google/android/exoplayer2/imademo/PlayerManager.java,3,0,4,127
demos/ima/src/main/res/layout/main_activity.xml,1,0,0,21
demos/ima/src/main/res/mipmap-hdpi/ic_launcher.png,1,0,0,0
demos/ima/src/main/res/mipmap-mdpi/ic_launcher.png,1,0,0,0
demos/ima/src/main/res/mipmap-xhdpi/ic_launcher.png,1,0,0,0
demos/ima/src/main/res/mipmap-xxhdpi/ic_launcher.png,1,0,0,0
demos/ima/src/main/res/mipmap-xxxhdpi/ic_launcher.png,1,0,0,0
demos/ima/src/main/res/values/strings.xml,1,0,0,24
demos/ima/src/main/res/values/styles.xml,1,0,0,23
demos/main/build.gradle,12,0,11,11
demos/main/src/main/AndroidManifest.xml,4,0,3,1
demos/main/src/main/assets/media.exolist.json,17,0,113,35
demos/main/src/main/java/com/google/android/exoplayer2/demo/DemoApplication.java,14,0,96,62
demos/main/src/main/java/com/google/android/exoplayer2/demo/DemoDownloadService.java,10,0,139,88
demos/main/src/main/java/com/google/android/exoplayer2/demo/DownloadTracker.java,30,0,238,275
demos/main/src/main/java/com/google/android/exoplayer2/demo/PlayerActivity.java,55,0,580,584
demos/main/src/main/java/com/google/android/exoplayer2/demo/Sample.java,6,0,311,8
demos/main/src/main/java/com/google/android/exoplayer2/demo/SampleChooserActivity.java,13,0,182,148
demos/main/src/main/java/com/google/android/exoplayer2/demo/TrackSelectionDialog.java,14,0,134,87
demos/main/src/main/res/layout/track_selection_dialog.xml,5,0,18,7
demos/main/src/main/res/layout/track_selection_dialog_tab.xml,1,0,0,25
demos/main/src/main/res/menu/sample_chooser_menu.xml,1,0,4,0
demos/main/src/main/res/values/strings.xml,4,0,7,1
demos/main/src/main/res/values/styles.xml,2,0,5,2
demos/surface/README.md,1,0,21,0
demos/surface/build.gradle,5,0,55,4
demos/surface/src/main/AndroidManifest.xml,1,0,41,0
demos/surface/src/main/java/com/google/android/exoplayer2/surfacedemo/MainActivity.java,8,0,337,55
demos/surface/src/main/res/layout/main_activity.xml,2,0,63,12
demos/surface/src/main/res/mipmap-hdpi/ic_launcher.png,1,0,0,0
demos/surface/src/main/res/mipmap-mdpi/ic_launcher.png,1,0,0,0
demos/surface/src/main/res/mipmap-xhdpi/ic_launcher.png,1,0,0,0
demos/surface/src/main/res/mipmap-xxhdpi/ic_launcher.png,1,0,0,0
demos/surface/src/main/res/mipmap-xxxhdpi/ic_launcher.png,1,0,0,0
demos/surface/src/main/res/values/strings.xml,1,0,23,0
demos/surface/src/main/res/values/styles.xml,2,0,23,23
design-documents.md,10,0,31,3
doc/reference/allclasses-frame.html,10,0,237,61
doc/reference/allclasses-noframe.html,10,0,237,61
doc/reference/com/google/android/exoplayer2/BasePlayer.ListenerHolder.html,2,0,368,1
doc/reference/com/google/android/exoplayer2/BasePlayer.ListenerInvocation.html,2,0,59,31
doc/reference/com/google/android/exoplayer2/BasePlayer.html,5,0,128,33
doc/reference/com/google/android/exoplayer2/BaseRenderer.html,3,0,227,80
doc/reference/com/google/android/exoplayer2/C.AudioAllowedCapturePolicy.html,2,0,163,1
doc/reference/com/google/android/exoplayer2/C.AudioContentType.html,2,0,3,3
doc/reference/com/google/android/exoplayer2/C.AudioFlags.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/C.AudioFocusGain.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/C.AudioUsage.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/C.BufferFlags.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/C.ColorRange.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/C.ColorSpace.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/C.ColorTransfer.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/C.ContentType.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/C.CryptoMode.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/C.Encoding.html,4,0,7,5
doc/reference/com/google/android/exoplayer2/C.NetworkType.html,2,0,2,3
doc/reference/com/google/android/exoplayer2/C.PcmEncoding.html,2,0,3,2
doc/reference/com/google/android/exoplayer2/C.Projection.html,2,0,3,3
doc/reference/com/google/android/exoplayer2/C.RoleFlags.html,2,0,164,1
doc/reference/com/google/android/exoplayer2/C.SelectionFlags.html,2,0,3,3
doc/reference/com/google/android/exoplayer2/C.StereoMode.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/C.StreamType.html,2,0,3,3
doc/reference/com/google/android/exoplayer2/C.VideoOutputMode.html,2,0,163,1
doc/reference/com/google/android/exoplayer2/C.VideoScalingMode.html,2,0,3,3
doc/reference/com/google/android/exoplayer2/C.html,6,0,1095,635
doc/reference/com/google/android/exoplayer2/ControlDispatcher.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/DefaultControlDispatcher.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/DefaultLoadControl.Builder.html,2,0,2,26
doc/reference/com/google/android/exoplayer2/DefaultLoadControl.html,3,0,134,45
doc/reference/com/google/android/exoplayer2/DefaultRenderersFactory.ExtensionRendererMode.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/DefaultRenderersFactory.html,4,0,54,20
doc/reference/com/google/android/exoplayer2/ExoPlaybackException.Type.html,2,0,3,2
doc/reference/com/google/android/exoplayer2/ExoPlaybackException.html,3,0,210,20
doc/reference/com/google/android/exoplayer2/ExoPlayer.Builder.html,2,0,523,1
doc/reference/com/google/android/exoplayer2/ExoPlayer.ExoPlayerMessage.html,1,0,0,328
doc/reference/com/google/android/exoplayer2/ExoPlayer.html,6,0,85,283
doc/reference/com/google/android/exoplayer2/ExoPlayerFactory.html,3,0,287,417
doc/reference/com/google/android/exoplayer2/ExoPlayerLibraryInfo.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/Format.html,6,0,446,327
doc/reference/com/google/android/exoplayer2/FormatHolder.html,3,0,91,21
