IssueType,Issue Size,#Changes,Tot Loc changed
Clique1,122.0,266.0,1938.0
Clique2,19.0,25.0,80.0
Clique3,11.0,19.0,164.0
Clique4,10.0,21.0,422.0
Clique5,8.0,13.0,40.0
Clique6,6.0,6.0,12.0
Clique7,6.0,8.0,28.0
Clique8,6.0,10.0,21.0
Clique9,4.0,4.0,8.0
Clique10,3.0,3.0,6.0
Clique11,3.0,4.0,24.0
Clique12,3.0,8.0,34.0
Clique13,2.0,5.0,31.0
Clique14,2.0,7.0,37.0
Clique15,2.0,3.0,12.0
Clique16,2.0,2.0,4.0
Clique17,2.0,2.0,4.0
Clique18,2.0,4.0,27.0
Clique19,2.0,8.0,156.0

Clique-All,215.0,418.0,3048.0
