File Name,Refactoring Operations
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTTermAscribe.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTTermApplyUnary.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTTermApplyType.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTTermApplyInfix.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTTermApply.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTTermAnnotate.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTTemplate.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTSource.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTSelf.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTQuasi.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTPkgObject.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTPkg.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTPatXml.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTPatWildcard.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTPatVar.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTPatTyped.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTPatTuple.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTPatSeqWildcard.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTPatInterpolate.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTPatExtractInfix.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTPatExtract.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTPatBind.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTPatAlternative.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTNameIndeterminate.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTNameAnonymous.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModVarParam.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModValParam.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModSealed.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModProtected.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModPrivate.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModOverride.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModLazy.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModInline.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModImplicit.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModFinal.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModCovariant.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModContravariant.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModCase.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModAnnot.java,1
pmd-scala/src/main/java/net/sourceforge/pmd/lang/scala/ast/nodes/ASTModAbstract.java,1
