entity,coupled,cochanges
src/org/jgroups/protocols/pbcast/GMS.java,src/org/jgroups/protocols/pbcast/NAKACK2.java,3
src/org/jgroups/protocols/pbcast/Merger.java,src/org/jgroups/util/Util.java,3
src/org/jgroups/protocols/pbcast/NAKACK.java,src/org/jgroups/protocols/pbcast/NAKACK2.java,10
src/org/jgroups/protocols/pbcast/NAKACK2.java,src/org/jgroups/util/Util.java,3
src/org/jgroups/protocols/pbcast/NAKACK2.java,tests/byteman/org/jgroups/tests/byteman/BecomeServerTest.java,3
src/org/jgroups/protocols/pbcast/NAKACK2.java,tests/junit-functional/org/jgroups/protocols/NAKACK2_RetransmitTest.java,4
src/org/jgroups/protocols/pbcast/NakAckHeader.java,tests/junit-functional/org/jgroups/protocols/NAKACK_REBROADCAST_Test.java,3
src/org/jgroups/protocols/relay/RELAY2.java,src/org/jgroups/protocols/relay/Relayer.java,28
src/org/jgroups/protocols/relay/RELAY2.java,src/org/jgroups/protocols/relay/SiteMaster.java,4
src/org/jgroups/protocols/relay/RELAY2.java,src/org/jgroups/protocols/relay/SiteUUID.java,5
src/org/jgroups/protocols/relay/RELAY2.java,src/org/jgroups/protocols/relay/config/RelayConfig.java,9
src/org/jgroups/protocols/relay/RELAY2.java,src/org/jgroups/stack/Protocol.java,4
src/org/jgroups/protocols/relay/RELAY2.java,src/org/jgroups/util/Util.java,5
src/org/jgroups/protocols/relay/RELAY2.java,tests/junit-functional/org/jgroups/tests/Relay2Test.java,10
src/org/jgroups/protocols/relay/RELAY2.java,tests/junit-functional/org/jgroups/tests/SizeTest.java,6
src/org/jgroups/protocols/relay/RELAY2.java,tests/other/org/jgroups/tests/UnicastTestRpc.java,3
src/org/jgroups/protocols/relay/Relayer.java,src/org/jgroups/protocols/relay/SiteMaster.java,3
src/org/jgroups/protocols/relay/Relayer.java,src/org/jgroups/protocols/relay/config/RelayConfig.java,5
src/org/jgroups/protocols/relay/Relayer.java,src/org/jgroups/stack/Protocol.java,3
src/org/jgroups/protocols/relay/Relayer.java,src/org/jgroups/util/Util.java,5
src/org/jgroups/protocols/relay/Relayer.java,tests/junit-functional/org/jgroups/tests/Relay2Test.java,9
src/org/jgroups/protocols/relay/Relayer.java,tests/junit-functional/org/jgroups/tests/SizeTest.java,6
src/org/jgroups/protocols/relay/Relayer.java,tests/other/org/jgroups/tests/UnicastTestRpc.java,3
src/org/jgroups/protocols/relay/SiteMaster.java,src/org/jgroups/protocols/relay/SiteUUID.java,4
src/org/jgroups/protocols/relay/config/RelayConfig.java,tests/junit-functional/org/jgroups/tests/Relay2Test.java,4
src/org/jgroups/protocols/rules/Rule.java,src/org/jgroups/protocols/rules/SUPERVISOR.java,3
src/org/jgroups/protocols/tom/SenderThread.java,src/org/jgroups/protocols/tom/TOA.java,3
src/org/jgroups/protocols/tom/StatsCollector.java,src/org/jgroups/protocols/tom/TOA.java,3
src/org/jgroups/protocols/tom/TOA.java,tests/other/org/jgroups/tests/TestToaOrder.java,3
src/org/jgroups/stack/GossipRouter.java,src/org/jgroups/stack/Protocol.java,4
src/org/jgroups/stack/GossipRouter.java,src/org/jgroups/util/Util.java,4
src/org/jgroups/stack/GossipRouter.java,tests/junit-functional/org/jgroups/blocks/ConnectionMapTest.java,3
src/org/jgroups/stack/GossipRouter.java,tests/junit-functional/org/jgroups/tests/ConnectionMapUnitTest.java,3
src/org/jgroups/stack/GossipRouter.java,tests/junit-functional/org/jgroups/tests/LargeMergeTest.java,3
src/org/jgroups/stack/GossipRouter.java,tests/junit-functional/org/jgroups/tests/MergeTest2.java,3
src/org/jgroups/stack/GossipRouter.java,tests/junit-functional/org/jgroups/tests/MergeTest3.java,3
src/org/jgroups/stack/GossipRouter.java,tests/junit-functional/org/jgroups/tests/RSVPTest.java,3
src/org/jgroups/stack/Protocol.java,src/org/jgroups/util/Util.java,11
src/org/jgroups/stack/Protocol.java,tests/junit-functional/org/jgroups/blocks/ConnectionMapTest.java,3
src/org/jgroups/stack/Protocol.java,tests/junit-functional/org/jgroups/tests/ConnectionMapUnitTest.java,3
src/org/jgroups/stack/Protocol.java,tests/junit-functional/org/jgroups/tests/LargeMergeTest.java,3
src/org/jgroups/stack/Protocol.java,tests/junit-functional/org/jgroups/tests/MergeTest2.java,3
src/org/jgroups/stack/Protocol.java,tests/junit-functional/org/jgroups/tests/MergeTest3.java,3
src/org/jgroups/stack/Protocol.java,tests/junit-functional/org/jgroups/tests/MessageBatchTest.java,3
src/org/jgroups/stack/Protocol.java,tests/junit-functional/org/jgroups/tests/RSVPTest.java,3
src/org/jgroups/util/AckCollector.java,tests/junit-functional/org/jgroups/tests/AckCollectorTest.java,3
src/org/jgroups/util/DefaultTimeScheduler.java,src/org/jgroups/util/TimeScheduler.java,3
src/org/jgroups/util/DefaultTimeScheduler.java,src/org/jgroups/util/TimeScheduler2.java,3
src/org/jgroups/util/ForwardQueue.java,tests/junit-functional/org/jgroups/protocols/FORWARD_TO_COORD_Test.java,4
src/org/jgroups/util/MessageBatch.java,tests/junit-functional/org/jgroups/tests/MessageBatchTest.java,6
src/org/jgroups/util/MyReceiver.java,tests/junit-functional/org/jgroups/protocols/UNICAST2_Test.java,3
src/org/jgroups/util/SeqnoList.java,tests/junit-functional/org/jgroups/tests/SeqnoListTest.java,5
src/org/jgroups/util/SeqnoTable.java,tests/junit-functional/org/jgroups/tests/SeqnoTableTest.java,3
