entity,n-revs,bugs,added,removed
bouncy-castle/bcfips-nar-test/src/test/resources/authentication/tls/cacert.pem,3,0,186,0
bouncy-castle/bcfips-nar-test/src/test/resources/authentication/tls/client-cert.pem,3,0,219,0
bouncy-castle/bcfips-nar-test/src/test/resources/authentication/tls/client-key.pem,3,0,84,0
bouncy-castle/bcfips/LICENSE,3,0,627,0
bouncy-castle/bcfips/pom.xml,5,0,194,2
bouncy-castle/bcfips/src/main/java/org/apache/pulsar/bcloader/BouncyCastleFipsLoader.java,3,0,141,0
bouncy-castle/bcfips/src/main/resources/META-INF/services/bouncy-castle.yaml,3,0,66,0
bouncy-castle/pom.xml,5,0,146,2
build/docker/Dockerfile,2,0,15,2
buildtools/pom.xml,12,0,26,12
buildtools/src/main/java/org/apache/pulsar/tests/PulsarTestListener.java,1,0,8,9
conf/bkenv.sh,5,0,6,6
conf/bookkeeper.conf,4,0,19,11
conf/broker.conf,62,0,332,32
conf/discovery.conf,1,0,3,0
conf/filesystem_offload_core_site.xml,1,0,48,0
conf/functions_worker.yml,7,0,63,12
conf/log4j2.yaml,2,0,2,4
conf/presto/catalog/pulsar.properties,6,0,97,4
conf/proxy.conf,2,0,6,0
conf/pulsar_env.sh,5,0,9,8
conf/standalone.conf,32,0,177,29
conf/websocket.conf,1,0,2,0
content/admin-rest-api.html,17,0,23,33
content/admin-rest-api/index.html,17,0,23,33
content/api/admin/2.2.0/allclasses-frame.html,1,0,65,0
content/api/admin/2.2.0/allclasses-noframe.html,1,0,65,0
content/api/admin/2.2.0/constant-values.html,1,0,126,0
content/api/admin/2.2.0/deprecated-list.html,1,0,228,0
content/api/admin/2.2.0/help-doc.html,1,0,231,0
content/api/admin/2.2.0/index-all.html,1,0,1916,0
content/api/admin/2.2.0/index.html,1,0,76,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/Bookies.html,1,0,303,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/BrokerStats.html,1,0,339,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/Brokers.html,1,0,382,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/Clusters.html,1,0,786,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/Functions.html,1,0,817,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/LongRunningProcessStatus.Status.html,1,0,371,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/LongRunningProcessStatus.html,1,0,359,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/Lookup.html,1,0,264,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/Namespaces.html,1,0,2129,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/NonPersistentTopics.html,1,0,662,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/OffloadProcessStatus.html,1,0,363,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/PersistentTopics.html,1,0,201,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/Properties.html,1,0,379,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/PulsarAdmin.html,1,0,789,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/PulsarAdminBuilder.html,1,0,469,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/PulsarAdminException.ConflictException.html,1,0,295,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/PulsarAdminException.ConnectException.html,1,0,309,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/PulsarAdminException.GettingAuthenticationDataException.html,1,0,307,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/PulsarAdminException.HttpErrorException.html,1,0,307,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/PulsarAdminException.NotAllowedException.html,1,0,295,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/PulsarAdminException.NotAuthorizedException.html,1,0,295,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/PulsarAdminException.NotFoundException.html,1,0,295,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/PulsarAdminException.PreconditionFailedException.html,1,0,295,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/PulsarAdminException.ServerSideErrorException.html,1,0,309,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/PulsarAdminException.html,1,0,456,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/ResourceQuotas.html,1,0,443,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/Schemas.html,1,0,317,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/Tenants.html,1,0,363,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/Topics.html,1,0,1863,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/Worker.html,1,0,325,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/Bookies.html,1,0,188,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/BrokerStats.html,1,0,190,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/Brokers.html,1,0,188,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/Clusters.html,1,0,188,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/Functions.html,1,0,188,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/LongRunningProcessStatus.Status.html,1,0,205,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/LongRunningProcessStatus.html,1,0,213,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/Lookup.html,1,0,188,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/Namespaces.html,1,0,188,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/NonPersistentTopics.html,1,0,192,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/OffloadProcessStatus.html,1,0,202,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/PersistentTopics.html,1,0,192,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/Properties.html,1,0,192,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/PulsarAdmin.html,1,0,188,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/PulsarAdminBuilder.html,1,0,283,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/PulsarAdminException.ConflictException.html,1,0,126,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/PulsarAdminException.ConnectException.html,1,0,126,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/PulsarAdminException.GettingAuthenticationDataException.html,1,0,126,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/PulsarAdminException.HttpErrorException.html,1,0,126,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/PulsarAdminException.NotAllowedException.html,1,0,126,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/PulsarAdminException.NotAuthorizedException.html,1,0,126,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/PulsarAdminException.NotFoundException.html,1,0,126,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/PulsarAdminException.PreconditionFailedException.html,1,0,126,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/PulsarAdminException.ServerSideErrorException.html,1,0,126,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/PulsarAdminException.html,1,0,2310,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/ResourceQuotas.html,1,0,188,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/Schemas.html,1,0,188,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/Tenants.html,1,0,188,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/Topics.html,1,0,203,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/class-use/Worker.html,1,0,188,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/BaseResource.html,1,0,355,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/BookiesImpl.html,1,0,379,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/BrokerStatsImpl.html,1,0,437,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/BrokersImpl.html,1,0,458,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/ClustersImpl.html,1,0,899,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/FunctionsImpl.html,1,0,997,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/JacksonConfigurator.html,1,0,284,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/LookupImpl.html,1,0,332,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/NamespacesImpl.html,1,0,2321,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/NonPersistentTopicsImpl.html,1,0,726,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/PulsarAdminBuilderImpl.html,1,0,581,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/ResourceQuotasImpl.html,1,0,523,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/SchemasImpl.html,1,0,393,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/TenantsImpl.html,1,0,620,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/TopicsImpl.html,1,0,2070,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/WorkerImpl.html,1,0,404,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/class-use/BaseResource.html,1,0,216,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/class-use/BookiesImpl.html,1,0,126,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/class-use/BrokerStatsImpl.html,1,0,126,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/class-use/BrokersImpl.html,1,0,126,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/class-use/ClustersImpl.html,1,0,126,0
content/api/admin/2.2.0/org/apache/pulsar/client/admin/internal/class-use/FunctionsImpl.html,1,0,126,0
