IssueType,Issue Size,#Changes,Tot Loc changed
Clique1,117.0,612.0,15286.0
Clique2,9.0,40.0,421.0
Clique3,4.0,26.0,214.0
Clique4,3.0,24.0,632.0
Clique5,2.0,5.0,28.0
Clique6,2.0,6.0,61.0
Clique7,2.0,12.0,306.0
Clique8,2.0,4.0,12.0
Clique9,2.0,4.0,12.0

Clique-All,143.0,733.0,16972.0
