IssueType,Issue Size,#Changes,Tot Loc changed
PackageCycle1,17.0,9.0,167.0
PackageCycle2,10.0,22.0,521.0
PackageCycle3,9.0,85.0,2429.0
PackageCycle4,8.0,11.0,161.0
PackageCycle5,6.0,26.0,191.0

PackageCycle-All,50.0,153.0,3469.0
